Date,AMD,INTC,QCOM,TSM,Industry_Avg,Intel_Abnormal,Intel_CAR
2025-09-02,,,,,,,
2025-09-03,-0.11705423412576854,-0.8674064122841774,-0.9447059768396882,1.313542627968478,0.08392747233434046,-0.9513338846185179,-0.9513338846185179
2025-09-04,-0.20971540519316711,2.5416692097981697,2.122902575085317,1.6508956023574939,1.1880275907498812,1.3536416190482885,0.40230773442977064
2025-09-05,-6.582603583924618,-0.48761006199619095,0.0813910328463896,3.4862449360912873,-1.004989204995647,0.5173791429994561,0.9196868774292267
2025-09-08,0.17864514592516034,-0.04083392803306829,0.2502559837575635,1.552934851660459,0.660611993781061,-0.7014459218141292,0.2182409556150975
2025-09-09,2.9126237074472705,-0.1633946443083012,-0.9860220774406403,1.5089589751605015,1.1451868683890438,-1.308581512697345,-1.0903405570822475
2025-09-10,2.3873609209719815,1.3502451575080565,0.18277655328333697,3.794039670784266,2.1213923816798617,-0.7711472241718051,-1.8614877812540527
2025-09-11,-2.4257209978984506,-0.6459420446314978,1.6105678563978376,-0.5874668887092649,-0.4675400100699593,-0.17840203456153853,-2.039889815815591
2025-09-12,1.8629210441218902,-2.1535988358430846,0.19813468831813008,0.1622119285527246,0.741089220330915,-2.8946880561739996,-4.934577871989591
2025-09-15,1.6333456632785515,2.8654507319094025,-0.3769391357903995,0.7905056941710953,0.6823040738864158,2.1831466580229866,-2.751431213966604
2025-09-16,-0.4343490520823057,2.018570814532561,1.8111885292371177,0.26015481791965556,0.5456647650248225,1.4729060495077384,-1.2785251644588658
2025-09-17,-0.8101726270496656,-1.4641900772887517,0.6823413679494239,0.2785663562272278,0.050245032375662024,-1.5144351096644137,-2.7929602741232795
2025-09-18,-0.7790936570952534,22.771084992605385,1.7366637246607475,2.2261143549206164,1.0612281408287034,21.70985685177668,18.916896577653404
2025-09-19,-0.3356121994947503,-3.2384683709557938,-0.7613149004480402,-1.403372292167171,-0.8334331307033205,-2.4050352402524733,16.51186133740093
2025-09-22,1.5248706434916048,-2.7721423155483316,1.7201048919392337,2.9297428582621077,2.0582394645643154,-4.830381780112647,11.681479557288283
2025-09-23,0.6946621546969567,2.0166895656822614,-0.11195053030854663,3.6973137188617278,1.4266751144167127,0.5900144512655487,12.271494008553832
2025-09-24,-0.012423253219473462,6.407631734796637,2.3712642608429313,-0.7074387395034076,0.5504674227066834,5.857164312089954,18.128658320643787
2025-09-25,0.2424163213648134,8.872525387684504,-2.2299108659896816,-1.442765813918978,-1.1434201195146154,10.01594550719912,28.144603827842907
2025-09-26,-1.1223398714219734,4.442477925765487,-0.2828829256589005,-1.192806429142268,-0.8660097420743806,5.308487667839867,33.45309149568278
2025-09-29,1.191517506890416,-2.87324072609485,-2.3049609733015397,-0.047546960857203224,-0.3869968090894423,-2.4862439170054076,30.96684757867737
2025-09-30,0.2664803384697434,-2.697216698151561,0.6412568294156928,2.217910666810674,1.04188261156537,-3.739099309716931,27.22774826896044
