Date,Ticker,Close,Intel_Returns,Industry_Avg_Return,Intel_Abnormal_Return
2025-09-02,AMD,162.32000732421875,-0.5749539827671235,-0.8260084180221691,0.2510544352550455
2025-09-03,AMD,162.1300048828125,-0.8674064122841774,0.0839274723343404,-0.951333884618518
2025-09-04,AMD,161.7899932861328,2.5416692097981697,1.1880275907498812,1.3536416190482885
2025-09-05,AMD,151.13999938964844,-0.4876100619961909,-1.004989204995647,0.5173791429994561
2025-09-08,AMD,151.41000366210938,-0.0408339280330682,0.660611993781061,-0.7014459218141292
2025-09-09,AMD,155.82000732421875,-0.1633946443083012,1.1451868683890438,-1.308581512697345
2025-09-10,AMD,159.5399932861328,1.3502451575080563,2.1213923816798617,-0.7711472241718051
2025-09-11,AMD,155.6699981689453,-0.6459420446314978,-0.4675400100699593,-0.1784020345615385
2025-09-12,AMD,158.57000732421875,-2.1535988358430846,0.741089220330915,-2.894688056174
2025-09-15,AMD,161.16000366210938,2.8654507319094025,0.6823040738864158,2.1831466580229866
2025-09-16,AMD,160.4600067138672,2.018570814532561,0.5456647650248225,1.4729060495077384
2025-09-17,AMD,159.16000366210938,-1.4641900772887515,0.050245032375662,-1.5144351096644135
2025-09-18,AMD,157.9199981689453,22.771084992605385,1.0612281408287034,21.70985685177668
2025-09-19,AMD,157.38999938964844,-3.2384683709557938,-0.8334331307033205,-2.4050352402524733
2025-09-22,AMD,159.7899932861328,-2.772142315548332,2.0582394645643154,-4.830381780112647
2025-09-23,AMD,160.89999389648438,2.016689565682261,1.426675114416713,0.5900144512655487
2025-09-24,AMD,160.8800048828125,6.407631734796637,0.5504674227066834,5.857164312089954
2025-09-25,AMD,161.27000427246094,8.872525387684504,-1.1434201195146154,10.01594550719912
2025-09-26,AMD,159.4600067138672,4.442477925765487,-0.8660097420743806,5.308487667839867
2025-09-29,AMD,161.36000061035156,-2.87324072609485,-0.3869968090894423,-2.486243917005408
2025-09-30,AMD,161.7899932861328,-2.697216698151561,1.04188261156537,-3.739099309716931
2025-09-02,INTC,24.209999084472656,-0.5749539827671235,-0.8260084180221691,0.2510544352550455
2025-09-03,INTC,24.0,-0.8674064122841774,0.0839274723343404,-0.951333884618518
2025-09-04,INTC,24.610000610351562,2.5416692097981697,1.1880275907498812,1.3536416190482885
2025-09-05,INTC,24.489999771118164,-0.4876100619961909,-1.004989204995647,0.5173791429994561
2025-09-08,INTC,24.479999542236328,-0.0408339280330682,0.660611993781061,-0.7014459218141292
2025-09-09,INTC,24.440000534057617,-0.1633946443083012,1.1451868683890438,-1.308581512697345
2025-09-10,INTC,24.770000457763672,1.3502451575080563,2.1213923816798617,-0.7711472241718051
2025-09-11,INTC,24.610000610351562,-0.6459420446314978,-0.4675400100699593,-0.1784020345615385
2025-09-12,INTC,24.079999923706055,-2.1535988358430846,0.741089220330915,-2.894688056174
2025-09-15,INTC,24.770000457763672,2.8654507319094025,0.6823040738864158,2.1831466580229866
2025-09-16,INTC,25.270000457763672,2.018570814532561,0.5456647650248225,1.4729060495077384
2025-09-17,INTC,24.899999618530273,-1.4641900772887515,0.050245032375662,-1.5144351096644135
2025-09-18,INTC,30.56999969482422,22.771084992605385,1.0612281408287034,21.70985685177668
2025-09-19,INTC,29.579999923706055,-3.2384683709557938,-0.8334331307033205,-2.4050352402524733
2025-09-22,INTC,28.760000228881836,-2.772142315548332,2.0582394645643154,-4.830381780112647
2025-09-23,INTC,29.34000015258789,2.016689565682261,1.426675114416713,0.5900144512655487
2025-09-24,INTC,31.219999313354492,6.407631734796637,0.5504674227066834,5.857164312089954
